id,name,portion_g,energy_kcal,protein_g,fat_g,carbs_g,fiber_g,calcium_mg,iron_mg,sodium_mg,defaultUnit,units,unitConversions,nutritionPer100g,category,source_pdf,page,notes
repolho_roxo_refogado,"Repolho, roxo, refogado",100,42.0,1.8,1.2,7.6,1.8,43.0,0.5,3.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""xícara"", ""colher de sopa"", ""colher de chá"", ""prato fundo"", ""prato raso"", ""folha"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 120, ""xícara"": 100, ""colher de sopa"": 10, ""colher de chá"": 3, ""prato fundo"": 200, ""prato raso"": 100, ""folha"": 10, ""kg"": 1000}","{""calories"": 42.0, ""energy_kj"": 175.0, ""protein"": 1.8, ""fat"": 1.2, ""carbs"": 7.6, ""fiber"": 1.8, ""moisture"": 88.7, ""ash"": 0.7, ""calcium"": 43.0, ""magnesium"": 17.0, ""manganese"": 0.26, ""phosphorus"": 59.0, ""iron"": 0.5, ""sodium"": 3.0, ""potassium"": 321.0, ""copper"": 0.02, ""zinc"": 0.3, ""thiamine"": 0.07, ""pyridoxine"": 0.07, ""niacin"": 0.63, ""vitamin_c"": 40.5}",Vegetais,#1food-moz.pdf,1,Entry 151 from source table
rúcula_crua,"Rúcula, crua",100,13.0,1.8,0.1,2.2,1.7,117.0,0.9,9.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 13.0, ""energy_kj"": 55.0, ""protein"": 1.8, ""fat"": 0.1, ""carbs"": 2.2, ""fiber"": 1.7, ""moisture"": 94.8, ""ash"": 1.1, ""calcium"": 117.0, ""magnesium"": 18.0, ""manganese"": 0.24, ""phosphorus"": 25.0, ""iron"": 0.9, ""sodium"": 9.0, ""potassium"": 233.0, ""copper"": 0.04, ""zinc"": 0.2, ""re"": 533.0, ""rae"": 266.0, ""thiamine"": 0.04, ""niacin"": 0.35, ""vitamin_c"": 46.3}",Alimentos,#1food-moz.pdf,1,Entry 152 from source table
salsa_crua,"Salsa, crua",100,33.0,3.3,0.6,5.7,1.9,179.0,3.2,2.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 33.0, ""energy_kj"": 140.0, ""protein"": 3.3, ""fat"": 0.6, ""carbs"": 5.7, ""fiber"": 1.9, ""moisture"": 88.7, ""ash"": 1.8, ""calcium"": 179.0, ""magnesium"": 21.0, ""manganese"": 1.88, ""phosphorus"": 49.0, ""iron"": 3.2, ""sodium"": 2.0, ""potassium"": 711.0, ""copper"": 0.2, ""zinc"": 1.3, ""re"": 1743.0, ""rae"": 872.0, ""thiamine"": 0.12, ""riboflavin"": 0.15, ""pyridoxine"": 0.47, ""niacin"": 0.72, ""vitamin_c"": 51.7}",Alimentos,#1food-moz.pdf,1,Entry 153 from source table
seleta_de_legumes_enlatada,"Seleta de legumes, enlatada",100,57.0,3.4,0.4,12.7,3.1,16.0,1.1,398.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 57.0, ""energy_kj"": 237.0, ""protein"": 3.4, ""fat"": 0.4, ""carbs"": 12.7, ""fiber"": 3.1, ""moisture"": 82.1, ""ash"": 1.4, ""calcium"": 16.0, ""magnesium"": 16.0, ""manganese"": 0.13, ""phosphorus"": 49.0, ""iron"": 1.1, ""sodium"": 398.0, ""potassium"": 122.0, ""copper"": 0.08, ""zinc"": 0.5, ""re"": 244.0, ""rae"": 122.0, ""thiamine"": 0.03, ""niacin"": 3.72}",Alimentos,#1food-moz.pdf,1,Entry 154 from source table
serralha_crua,"Serralha, crua",100,30.0,2.7,0.7,4.9,3.5,126.0,1.3,19.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 30.0, ""energy_kj"": 127.0, ""protein"": 2.7, ""fat"": 0.7, ""carbs"": 4.9, ""fiber"": 3.5, ""moisture"": 90.2, ""ash"": 1.4, ""calcium"": 126.0, ""magnesium"": 30.0, ""manganese"": 0.23, ""phosphorus"": 48.0, ""iron"": 1.3, ""sodium"": 19.0, ""potassium"": 265.0, ""copper"": 0.2, ""zinc"": 1.3, ""re"": 1134.0, ""rae"": 567.0, ""riboflavin"": 0.11, ""pyridoxine"": 0.08, ""vitamin_c"": 1.5}",Alimentos,#1food-moz.pdf,1,Entry 155 from source table
taioba_crua,"Taioba, crua",100,34.0,2.9,0.9,5.4,4.5,141.0,1.9,1.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 34.0, ""energy_kj"": 143.0, ""protein"": 2.9, ""fat"": 0.9, ""carbs"": 5.4, ""fiber"": 4.5, ""moisture"": 89.2, ""ash"": 1.5, ""calcium"": 141.0, ""magnesium"": 38.0, ""manganese"": 0.66, ""phosphorus"": 53.0, ""iron"": 1.9, ""sodium"": 1.0, ""potassium"": 290.0, ""copper"": 0.16, ""zinc"": 0.6, ""re"": 1160.0, ""rae"": 580.0, ""riboflavin"": 0.1, ""pyridoxine"": 0.1, ""vitamin_c"": 17.9}",Alimentos,#1food-moz.pdf,1,Entry 156 from source table
tomate_com_semente_cru,"Tomate, com semente, cru",100,15.0,1.1,0.2,3.1,1.2,7.0,0.2,1.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""xícara"", ""colher de sopa"", ""colher de chá"", ""prato fundo"", ""prato raso"", ""folha"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 120, ""xícara"": 100, ""colher de sopa"": 10, ""colher de chá"": 3, ""prato fundo"": 200, ""prato raso"": 100, ""folha"": 10, ""kg"": 1000}","{""calories"": 15.0, ""energy_kj"": 64.0, ""protein"": 1.1, ""fat"": 0.2, ""carbs"": 3.1, ""fiber"": 1.2, ""moisture"": 95.1, ""ash"": 0.5, ""calcium"": 7.0, ""magnesium"": 11.0, ""manganese"": 0.07, ""phosphorus"": 20.0, ""iron"": 0.2, ""sodium"": 1.0, ""potassium"": 222.0, ""copper"": 0.04, ""zinc"": 0.1, ""re"": 54.0, ""rae"": 27.0, ""thiamine"": 0.12, ""pyridoxine"": 0.02, ""vitamin_c"": 21.2}",Vegetais,#1food-moz.pdf,1,Entry 157 from source table
tomate_extrato,"Tomate, extrato",100,61.0,2.4,0.2,15.0,2.8,29.0,2.1,498.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""xícara"", ""colher de sopa"", ""colher de chá"", ""prato fundo"", ""prato raso"", ""folha"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 120, ""xícara"": 100, ""colher de sopa"": 10, ""colher de chá"": 3, ""prato fundo"": 200, ""prato raso"": 100, ""folha"": 10, ""kg"": 1000}","{""calories"": 61.0, ""energy_kj"": 255.0, ""protein"": 2.4, ""fat"": 0.2, ""carbs"": 15.0, ""fiber"": 2.8, ""moisture"": 79.7, ""ash"": 2.8, ""calcium"": 29.0, ""magnesium"": 29.0, ""manganese"": 0.18, ""phosphorus"": 47.0, ""iron"": 2.1, ""sodium"": 498.0, ""potassium"": 680.0, ""copper"": 0.2, ""zinc"": 0.4, ""re"": 166.0, ""rae"": 83.0, ""pyridoxine"": 0.11, ""niacin"": 2.42, ""vitamin_c"": 18.0}",Vegetais,#1food-moz.pdf,1,Entry 158 from source table
tomate_molho_industrializado,"Tomate, molho industrializado",100,38.0,1.4,0.9,7.7,3.1,12.0,1.6,418.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""xícara"", ""colher de sopa"", ""colher de chá"", ""prato fundo"", ""prato raso"", ""folha"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 120, ""xícara"": 100, ""colher de sopa"": 10, ""colher de chá"": 3, ""prato fundo"": 200, ""prato raso"": 100, ""folha"": 10, ""kg"": 1000}","{""calories"": 38.0, ""energy_kj"": 161.0, ""protein"": 1.4, ""fat"": 0.9, ""carbs"": 7.7, ""fiber"": 3.1, ""moisture"": 88.1, ""ash"": 1.9, ""calcium"": 12.0, ""magnesium"": 17.0, ""manganese"": 0.08, ""phosphorus"": 27.0, ""iron"": 1.6, ""sodium"": 418.0, ""potassium"": 388.0, ""copper"": 0.08, ""zinc"": 0.1, ""re"": 76.0, ""rae"": 38.0, ""pyridoxine"": 0.06, ""vitamin_c"": 2.7}",Vegetais,#1food-moz.pdf,1,Entry 159 from source table
tomate_purê,"Tomate, purê",100,28.0,1.4,NULL,6.9,1.0,13.0,1.3,104.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""xícara"", ""colher de sopa"", ""colher de chá"", ""prato fundo"", ""prato raso"", ""folha"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 120, ""xícara"": 100, ""colher de sopa"": 10, ""colher de chá"": 3, ""prato fundo"": 200, ""prato raso"": 100, ""folha"": 10, ""kg"": 1000}","{""calories"": 28.0, ""energy_kj"": 117.0, ""protein"": 1.4, ""carbs"": 6.9, ""fiber"": 1.0, ""moisture"": 90.8, ""ash"": 1.0, ""calcium"": 13.0, ""magnesium"": 15.0, ""phosphorus"": 30.0, ""iron"": 1.3, ""sodium"": 104.0, ""potassium"": 308.0, ""copper"": 0.09, ""zinc"": 0.3, ""re"": 90.0, ""rae"": 45.0, ""pyridoxine"": 0.07, ""niacin"": 1.18, ""vitamin_c"": 5.4}",Vegetais,#1food-moz.pdf,1,Entry 160 from source table
tomate_salada,"Tomate, salada",100,21.0,0.8,NULL,5.1,2.3,7.0,0.3,5.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""xícara"", ""colher de sopa"", ""colher de chá"", ""prato fundo"", ""prato raso"", ""folha"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 120, ""xícara"": 100, ""colher de sopa"": 10, ""colher de chá"": 3, ""prato fundo"": 200, ""prato raso"": 100, ""folha"": 10, ""kg"": 1000}","{""calories"": 21.0, ""energy_kj"": 86.0, ""protein"": 0.8, ""carbs"": 5.1, ""fiber"": 2.3, ""moisture"": 93.6, ""ash"": 0.4, ""calcium"": 7.0, ""magnesium"": 10.0, ""manganese"": 0.04, ""phosphorus"": 23.0, ""iron"": 0.3, ""sodium"": 5.0, ""potassium"": 161.0, ""copper"": 0.07, ""zinc"": 0.2, ""thiamine"": 0.06, ""riboflavin"": 0.04, ""pyridoxine"": 0.05, ""vitamin_c"": 12.8}",Vegetais,#1food-moz.pdf,1,Entry 161 from source table
vagem_crua,"Vagem, crua",100,25.0,1.8,0.2,5.3,2.4,41.0,0.4,NULL,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 25.0, ""energy_kj"": 104.0, ""protein"": 1.8, ""fat"": 0.2, ""carbs"": 5.3, ""fiber"": 2.4, ""moisture"": 92.2, ""ash"": 0.5, ""calcium"": 41.0, ""magnesium"": 18.0, ""manganese"": 0.5, ""phosphorus"": 28.0, ""iron"": 0.4, ""potassium"": 208.0, ""copper"": 0.06, ""zinc"": 0.3, ""re"": 32.0, ""rae"": 16.0, ""riboflavin"": 0.08, ""vitamin_c"": 1.2}",Alimentos,#1food-moz.pdf,1,Entry 162 from source table
abacate_cru,"Abacate, cru",100,96.0,1.2,8.4,6.0,6.3,8.0,0.2,NULL,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 96.0, ""energy_kj"": 402.0, ""protein"": 1.2, ""fat"": 8.4, ""carbs"": 6.0, ""fiber"": 6.3, ""moisture"": 83.8, ""ash"": 0.5, ""calcium"": 8.0, ""magnesium"": 15.0, ""manganese"": 0.17, ""phosphorus"": 22.0, ""iron"": 0.2, ""potassium"": 206.0, ""copper"": 0.15, ""zinc"": 0.2, ""riboflavin"": 0.04, ""vitamin_c"": 8.7}",Alimentos,#1food-moz.pdf,1,Entry 163 from source table
abacaxi_cru,"Abacaxi, cru",100,48.0,0.9,0.1,12.3,1.0,22.0,0.3,NULL,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""unidade pequena"", ""unidade média"", ""unidade grande"", ""fatia"", ""rodela"", ""xícara"", ""colher de sopa"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 150, ""unidade pequena"": 100, ""unidade média"": 150, ""unidade grande"": 200, ""fatia"": 50, ""rodela"": 30, ""xícara"": 120, ""colher de sopa"": 15, ""kg"": 1000}","{""calories"": 48.0, ""energy_kj"": 202.0, ""protein"": 0.9, ""fat"": 0.1, ""carbs"": 12.3, ""fiber"": 1.0, ""moisture"": 86.3, ""ash"": 0.4, ""calcium"": 22.0, ""magnesium"": 18.0, ""manganese"": 1.62, ""phosphorus"": 13.0, ""iron"": 0.3, ""potassium"": 131.0, ""copper"": 0.11, ""zinc"": 0.1, ""thiamine"": 0.17, ""riboflavin"": 0.02, ""vitamin_c"": 34.6}",Frutas,#1food-moz.pdf,1,Entry 164 from source table
abacaxi_polpa_congelada,"Abacaxi, polpa, congelada",100,31.0,0.5,0.1,7.8,0.3,14.0,0.4,1.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""unidade pequena"", ""unidade média"", ""unidade grande"", ""fatia"", ""rodela"", ""xícara"", ""colher de sopa"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 150, ""unidade pequena"": 100, ""unidade média"": 150, ""unidade grande"": 200, ""fatia"": 50, ""rodela"": 30, ""xícara"": 120, ""colher de sopa"": 15, ""kg"": 1000}","{""calories"": 31.0, ""energy_kj"": 128.0, ""protein"": 0.5, ""fat"": 0.1, ""carbs"": 7.8, ""fiber"": 0.3, ""moisture"": 91.3, ""ash"": 0.3, ""calcium"": 14.0, ""magnesium"": 10.0, ""manganese"": 1.02, ""phosphorus"": 8.0, ""iron"": 0.4, ""sodium"": 1.0, ""potassium"": 107.0, ""copper"": 0.04, ""zinc"": 0.1, ""re"": 2.0, ""rae"": 1.0, ""thiamine"": 0.05, ""vitamin_c"": 1.2}",Frutas,#1food-moz.pdf,1,Entry 165 from source table
abiu_cru,"Abiu, cru",100,62.0,0.8,0.7,14.9,1.7,6.0,0.2,NULL,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 62.0, ""energy_kj"": 261.0, ""protein"": 0.8, ""fat"": 0.7, ""carbs"": 14.9, ""fiber"": 1.7, ""moisture"": 83.1, ""ash"": 0.4, ""calcium"": 6.0, ""magnesium"": 9.0, ""manganese"": 0.08, ""phosphorus"": 20.0, ""iron"": 0.2, ""potassium"": 128.0, ""copper"": 0.09, ""zinc"": 0.1, ""riboflavin"": 0.04, ""pyridoxine"": 0.05, ""vitamin_c"": 10.3}",Alimentos,#1food-moz.pdf,1,Entry 166 from source table
açaí_polpa_com_xarope_de_guaraná_e_glucose,"Açaí, polpa, com xarope de guaraná e glucose",100,110.0,0.7,3.7,21.5,1.7,22.0,0.3,15.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 110.0, ""energy_kj"": 461.0, ""protein"": 0.7, ""fat"": 3.7, ""carbs"": 21.5, ""fiber"": 1.7, ""moisture"": 73.9, ""ash"": 0.3, ""calcium"": 22.0, ""magnesium"": 13.0, ""manganese"": 3.29, ""phosphorus"": 11.0, ""iron"": 0.3, ""sodium"": 15.0, ""potassium"": 75.0, ""copper"": 0.14, ""zinc"": 0.2, ""pyridoxine"": 0.07, ""vitamin_c"": 10.3}",Alimentos,#1food-moz.pdf,1,Entry 167 from source table
açaí_polpa_congelada,"Açaí, polpa, congelada",100,58.0,0.8,3.9,6.2,2.6,35.0,0.4,5.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 58.0, ""energy_kj"": 243.0, ""protein"": 0.8, ""fat"": 3.9, ""carbs"": 6.2, ""fiber"": 2.6, ""moisture"": 88.7, ""ash"": 0.3, ""calcium"": 35.0, ""magnesium"": 17.0, ""manganese"": 6.16, ""phosphorus"": 16.0, ""iron"": 0.4, ""sodium"": 5.0, ""potassium"": 124.0, ""copper"": 0.18, ""zinc"": 0.3, ""riboflavin"": 0.04, ""pyridoxine"": 0.07}",Alimentos,#1food-moz.pdf,1,Entry 168 from source table
acerola_crua,"Acerola, crua",100,33.0,0.9,0.2,8.0,1.5,13.0,0.2,NULL,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 33.0, ""energy_kj"": 140.0, ""protein"": 0.9, ""fat"": 0.2, ""carbs"": 8.0, ""fiber"": 1.5, ""moisture"": 90.5, ""ash"": 0.4, ""calcium"": 13.0, ""magnesium"": 13.0, ""manganese"": 0.07, ""phosphorus"": 9.0, ""iron"": 0.2, ""potassium"": 165.0, ""copper"": 0.07, ""zinc"": 0.1, ""re"": 247.0, ""rae"": 124.0, ""riboflavin"": 0.04, ""niacin"": 1.38, ""vitamin_c"": 941.4}",Alimentos,#1food-moz.pdf,1,Entry 169 from source table
acerola_polpa_congelada,"Acerola, polpa, congelada",100,22.0,0.6,NULL,5.5,0.7,8.0,0.2,1.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 22.0, ""energy_kj"": 92.0, ""protein"": 0.6, ""carbs"": 5.5, ""fiber"": 0.7, ""moisture"": 93.6, ""ash"": 0.3, ""calcium"": 8.0, ""magnesium"": 9.0, ""manganese"": 0.03, ""phosphorus"": 13.0, ""iron"": 0.2, ""sodium"": 1.0, ""potassium"": 112.0, ""copper"": 0.04, ""zinc"": 0.1, ""re"": 192.0, ""rae"": 96.0, ""riboflavin"": 0.1, ""vitamin_c"": 623.2}",Alimentos,#1food-moz.pdf,1,Entry 170 from source table
ameixa_calda_enlatada,"Ameixa, calda, enlatada",100,183.0,0.4,NULL,46.9,0.5,13.0,2.2,3.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 183.0, ""energy_kj"": 765.0, ""protein"": 0.4, ""carbs"": 46.9, ""fiber"": 0.5, ""moisture"": 52.2, ""ash"": 0.5, ""calcium"": 13.0, ""magnesium"": 10.0, ""manganese"": 0.1, ""phosphorus"": 21.0, ""iron"": 2.2, ""sodium"": 3.0, ""potassium"": 221.0, ""copper"": 0.03, ""zinc"": 0.1, ""riboflavin"": 0.23, ""pyridoxine"": 0.37, ""vitamin_c"": 4.3}",Alimentos,#1food-moz.pdf,1,Entry 171 from source table
ameixa_crua,"Ameixa, crua",100,53.0,0.8,NULL,13.9,2.4,6.0,0.1,NULL,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 53.0, ""energy_kj"": 220.0, ""protein"": 0.8, ""carbs"": 13.9, ""fiber"": 2.4, ""moisture"": 84.8, ""ash"": 0.6, ""calcium"": 6.0, ""magnesium"": 5.0, ""manganese"": 0.03, ""phosphorus"": 14.0, ""iron"": 0.1, ""potassium"": 134.0, ""copper"": 0.06, ""zinc"": 0.1, ""re"": 27.0, ""rae"": 14.0, ""thiamine"": 0.07, ""pyridoxine"": 0.03, ""vitamin_c"": 7.6}",Alimentos,#1food-moz.pdf,1,Entry 172 from source table
ameixa_em_calda_enlatada_drenada,"Ameixa, em calda, enlatada, drenada",100,177.0,1.0,0.3,47.7,4.5,39.0,2.7,3.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 177.0, ""energy_kj"": 742.0, ""protein"": 1.0, ""fat"": 0.3, ""carbs"": 47.7, ""fiber"": 4.5, ""moisture"": 50.3, ""ash"": 0.7, ""calcium"": 39.0, ""magnesium"": 14.0, ""manganese"": 0.2, ""phosphorus"": 26.0, ""iron"": 2.7, ""sodium"": 3.0, ""potassium"": 263.0, ""copper"": 0.16, ""zinc"": 0.2, ""riboflavin"": 0.22, ""pyridoxine"": 0.08, ""vitamin_c"": 5.2}",Alimentos,#1food-moz.pdf,1,Entry 173 from source table
atemóia_crua,"Atemóia, crua",100,97.0,1.0,0.3,25.3,2.1,23.0,0.2,1.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 97.0, ""energy_kj"": 406.0, ""protein"": 1.0, ""fat"": 0.3, ""carbs"": 25.3, ""fiber"": 2.1, ""moisture"": 72.7, ""ash"": 0.7, ""calcium"": 23.0, ""magnesium"": 25.0, ""manganese"": 0.16, ""phosphorus"": 23.0, ""iron"": 0.2, ""sodium"": 1.0, ""potassium"": 300.0, ""copper"": 0.17, ""zinc"": 0.2, ""thiamine"": 0.09, ""riboflavin"": 0.07, ""pyridoxine"": 0.07, ""niacin"": 1.58, ""vitamin_c"": 10.1}",Alimentos,#1food-moz.pdf,1,Entry 174 from source table
banana_da_terra_crua,"Banana, da terra, crua",100,128.0,1.4,0.2,33.7,1.5,4.0,0.3,NULL,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""unidade pequena"", ""unidade média"", ""unidade grande"", ""fatia"", ""rodela"", ""xícara"", ""colher de sopa"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 150, ""unidade pequena"": 100, ""unidade média"": 150, ""unidade grande"": 200, ""fatia"": 50, ""rodela"": 30, ""xícara"": 120, ""colher de sopa"": 15, ""kg"": 1000}","{""calories"": 128.0, ""energy_kj"": 536.0, ""protein"": 1.4, ""fat"": 0.2, ""carbs"": 33.7, ""fiber"": 1.5, ""moisture"": 63.9, ""ash"": 0.8, ""calcium"": 4.0, ""magnesium"": 24.0, ""manganese"": 0.16, ""phosphorus"": 26.0, ""iron"": 0.3, ""potassium"": 328.0, ""copper"": 0.05, ""zinc"": 0.2, ""re"": 239.0, ""rae"": 119.0, ""thiamine"": 0.03, ""riboflavin"": 0.02, ""pyridoxine"": 0.14, ""vitamin_c"": 15.7}",Frutas,#1food-moz.pdf,1,Entry 175 from source table
banana_doce_em_barra,"Banana, doce em barra",100,280.0,2.2,0.1,75.7,3.8,12.0,0.6,10.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""unidade pequena"", ""unidade média"", ""unidade grande"", ""fatia"", ""rodela"", ""xícara"", ""colher de sopa"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 150, ""unidade pequena"": 100, ""unidade média"": 150, ""unidade grande"": 200, ""fatia"": 50, ""rodela"": 30, ""xícara"": 120, ""colher de sopa"": 15, ""kg"": 1000}","{""calories"": 280.0, ""energy_kj"": 1172.0, ""protein"": 2.2, ""fat"": 0.1, ""carbs"": 75.7, ""fiber"": 3.8, ""moisture"": 21.1, ""ash"": 1.0, ""calcium"": 12.0, ""magnesium"": 49.0, ""manganese"": 0.84, ""phosphorus"": 37.0, ""iron"": 0.6, ""sodium"": 10.0, ""potassium"": 518.0, ""copper"": 0.16, ""zinc"": 0.3, ""re"": 27.0, ""rae"": 14.0, ""thiamine"": 0.03, ""pyridoxine"": 0.06, ""niacin"": 1.41}",Frutas,#1food-moz.pdf,1,Entry 176 from source table
